500 250000
381 248 4
87 481 3
33 491 26
141 495 12
95 142 5
136 395 49
32 49 57
366 323 48
456 463 11
490 465 93
61 451 69
450 336 65
243 382 1
226 431 96
225 134 18
68 253 49
11 267 57
176 208 95
300 266 37
252 217 70
393 176 22
37 74 88
173 75 63
452 431 42
170 109 5
199 9 97
176 324 54
328 410 84
98 498 87
279 431 5
141 169 46
105 163 78
268 412 81
259 161 20
1 61 67
420 480 12
30 199 64
62 360 66
369 317 52
250 34 67
377 407 57
398 144 80
468 261 31
472 23 70
461 113 69
325 155 44
135 281 93
293 86 46
30 489 62
288 383 59
115 432 95
411 141 84
355 206 56
460 241 100
458 284 30
32 490 14
241 114 16
202 200 55
99 65 15
254 154 71
317 278 36
307 318 68
61 157 6
450 94 3
203 342 4
174 402 42
255 89 61
146 171 11
442 114 61
434 272 65
421 15 15
377 496 86
389 224 31
32 115 48
391 232 43
480 216 54
488 472 90
81 296 72
411 417 90
193 479 10
72 303 54
420 113 70
423 329 76
492 106 4
181 157 36
124 436 31
113 229 47
341 134 59
457 279 29
362 22 75
18 252 11
140 235 2
199 464 69
135 492 12
369 103 83
71 450 21
66 211 69
339 356 65
56 462 16
416 85 2
248 71 78
333 434 27
149 66 84
64 86 92
372 179 6
279 26 32
388 487 46
172 71 96
459 481 38
467 446 27
22 204 1
70 54 16
308 298 90
302 498 80
399 333 80
3 56 70
406 75 5
493 223 93
369 445 24
348 261 77
87 24 77
285 225 82
239 290 97
195 214 63
63 274 62
185 113 41
5 499 79
117 463 3
26 195 63
8 55 74
282 181 85
2 469 9
404 398 74
198 466 63
253 421 80
382 177 77
471 16 74
441 25 44
477 134 10
134 363 30
228 259 83
202 322 42
351 271 66
190 288 85
302 274 54
156 357 66
74 409 88
343 478 37
132 390 19
313 99 77
247 391 90
320 470 100
245 456 39
348 223 82
196 102 33
7 134 28
58 192 15
72 286 9
382 212 43
142 274 1
250 386 47
159 66 39
358 381 39
168 264 17
274 163 17
302 473 67
372 418 15
434 259 6
420 111 2
289 388 72
428 378 98
487 264 82
425 331 43
190 71 85
67 374 100
260 453 68
27 202 53
216 136 74
98 400 11
373 361 75
289 125 22
295 159 76
138 117 76
481 1 73
397 464 75
443 70 17
367 229 76
16 48 87
180 488 64
265 162 94
68 436 75
424 45 12
94 175 20
270 403 74
104 234 62
109 202 44
150 91 87
376 485 28
219 439 92
106 338 6
165 383 74
26 486 52
468 238 6
118 163 61
138 235 84
28 317 59
138 393 8
116 310 61
386 231 79
380 401 34
290 343 1
436 192 78
354 396 46
396 208 98
223 445 84
79 266 32
195 380 23
30 82 74
410 137 9
37 131 94
157 491 33
135 313 44
374 441 30
113 453 11
387 275 55
167 0 18
125 385 90
417 258 70
391 272 36
444 84 69
461 229 53
30 192 82
474 477 95
421 420 45
212 310 6
264 40 20
41 16 84
408 193 21
415 412 50
63 333 17
423 169 81
425 341 61
134 345 94
273 364 84
323 491 87
302 328 34
357 124 8
282 45 99
405 91 40
409 353 93
252 109 80
315 77 98
413 114 78
351 124 92
81 248 42
491 263 58
335 209 19
339 430 71
123 409 72
302 229 17
126 476 100
443 366 23
166 308 24
452 411 89
306 424 57
43 434 45
226 339 39
409 406 81
37 75 38
424 309 54
422 406 26
355 376 91
94 215 11
287 468 19
326 6 19
16 213 67
371 379 45
361 101 97
497 442 53
487 482 41
477 22 13
427 101 34
485 462 18
293 482 7
99 92 72
219 322 42
268 397 21
41 49 2
216 182 9
126 168 21
439 423 51
70 158 8
387 102 87
80 253 70
76 0 18
325 33 91
237 466 47
350 368 62
297 329 76
268 22 93
305 431 29
358 459 96
396 461 75
26 9 80
204 378 12
170 445 44
350 219 87
316 462 60
243 486 56
168 395 30
483 267 87
136 485 63
42 172 20
2 223 25
392 470 1
228 287 9
392 261 41
226 67 30
488 189 88
12 125 27
94 290 80
196 20 68
294 306 43
110 313 94
470 198 69
371 11 81
80 101 58
274 464 33
171 148 1
59 21 63
493 319 22
242 491 76
274 20 99
302 15 37
345 56 95
279 413 95
312 490 52
138 441 72
53 287 11
74 303 79
471 314 24
155 244 7
266 91 78
123 242 83
408 246 57
16 63 87
107 113 15
448 279 60
80 417 74
145 179 47
376 434 30
190 461 7
171 124 33
241 392 36
266 462 88
41 36 25
66 104 27
381 431 45
309 123 82
42 106 70
312 457 52
102 18 32
137 257 39
63 430 18
432 50 79
387 111 61
8 86 24
466 485 72
418 202 92
235 308 68
309 19 93
58 233 20
63 41 2
175 106 41
202 498 53
51 417 1
288 324 25
443 105 11
421 278 68
101 315 60
394 100 99
339 91 98
69 305 97
217 463 16
177 2 47
177 305 70
301 124 71
216 336 99
156 29 27
342 445 34
492 10 60
229 361 86
37 87 76
415 324 30
363 403 61
38 274 98
362 369 17
437 217 10
225 140 39
319 211 80
450 471 40
181 62 11
285 118 83
123 23 39
431 321 68
87 492 95
28 452 73
60 39 75
457 453 51
25 276 100
446 377 74
382 451 97
100 314 29
305 10 67
114 213 55
391 293 70
287 469 67
63 434 49
57 468 27
243 408 46
468 83 82
217 98 11
32 98 93
451 140 71
5 475 76
266 460 27
378 278 88
12 344 70
233 118 65
369 484 49
465 359 19
430 45 98
289 96 7
208 175 40
133 236 36
178 394 31
342 250 11
399 202 43
364 192 54
238 398 12
171 287 56
111 357 96
210 427 59
272 346 34
64 432 18
158 476 17
464 380 85
166 273 48
358 144 41
401 481 73
268 236 48
245 233 68
198 308 56
238 89 33
435 138 77
232 2 18
285 120 29
410 145 89
422 158 6
365 251 77
194 483 22
438 209 41
112 217 78
487 190 11
390 435 30
99 90 1
141 398 5
155 434 38
242 42 51
412 309 86
437 304 100
221 143 5
495 99 92
474 188 63
397 451 86
194 264 5
143 308 95
466 482 97
186 229 63
113 129 86
364 213 64
182 36 90
144 66 71
407 278 14
2 211 94
313 290 28
269 160 36
433 201 97
475 495 50
49 249 82
235 22 93
228 232 94
294 334 38
369 498 84
5 431 54
499 461 10
354 257 16
300 201 61
414 288 1
93 162 79
21 222 9
97 404 15
336 150 6
494 106 92
292 280 22
332 145 7
299 33 96
425 14 16
253 12 57
382 75 38
349 231 96
356 279 45
3 232 16
261 72 96
403 374 95
253 349 28
359 388 42
183 278 91
323 262 41
240 364 35
121 472 40
497 197 40
453 310 8
38 42 50
488 362 96
365 105 51
149 25 32
477 340 7
127 9 38
57 178 97
402 112 96
181 231 85
47 275 47
355 99 88
296 19 9
283 283 57
130 480 74
386 324 21
284 490 27
389 428 100
30 151 86
209 175 98
273 376 14
348 426 60
443 443 66
99 429 35
227 407 4
6 298 50
338 363 9
96 428 31
37 322 37
423 11 37
382 314 86
12 433 86
220 462 11
302 298 2
79 103 40
94 225 46
411 391 7
313 205 31
63 133 7
283 225 31
430 388 22
163 140 14
330 308 70
393 234 50
406 248 6
138 35 50
145 216 33
363 364 98
124 358 33
497 225 22
217 350 72
419 430 50
101 26 71
331 189 12
438 356 6
468 367 80
350 81 6
335 326 28
231 452 12
454 104 96
142 206 44
273 321 50
311 155 97
440 81 16
44 84 7
318 379 68
42 470 70
429 351 12
4 457 93
263 210 49
73 170 4
414 60 45
346 336 83
278 126 44
160 329 19
132 98 48
437 495 74
210 324 2
134 427 23
413 258 73
283 295 46
471 326 92
363 103 21
125 341 81
241 462 32
95 406 28
138 236 51
65 81 30
479 1 38
436 172 61
18 108 49
116 370 9
222 175 42
126 496 70
163 180 100
302 305 59
497 129 79
80 74 5
134 397 22
25 406 2
343 122 72
363 186 94
6 256 12
78 365 54
390 103 96
71 360 56
486 330 20
138 186 28
410 353 60
423 123 14
176 414 3
251 150 42
121 436 80
404 138 35
188 355 7
275 107 53
90 108 80
206 252 48
418 90 46
164 469 72
194 466 23
444 45 95
478 81 17
7 427 67
38 165 10
18 403 58
74 344 16
478 436 29
67 35 7
368 379 77
295 377 76
347 210 59
301 196 65
269 189 29
345 354 48
411 457 93
486 361 12
302 342 6
264 187 18
34 290 47
284 106 18
385 321 88
7 453 66
77 380 89
242 74 89
283 54 55
300 215 72
8 4 59
456 349 29
186 482 85
202 407 10
310 57 68
170 200 94
76 437 25
77 161 73
361 70 58
158 200 6
453 374 25
384 449 49
453 43 12
318 237 4
155 297 4
412 31 88
46 247 52
281 170 40
178 283 31
130 485 20
125 332 9
27 155 52
118 234 26
482 128 82
129 423 16
364 414 22
1 476 20
423 251 59
490 223 18
334 103 4
70 309 16
190 354 62
404 281 82
322 179 65
218 18 42
55 290 40
46 149 50
41 328 45
467 451 30
273 191 3
454 391 37
353 168 48
236 437 92
250 499 94
16 6 79
422 116 92
241 352 62
107 26 23
306 354 21
132 87 49
204 51 95
385 480 71
448 34 39
119 140 79
348 286 16
163 90 78
482 68 28
53 317 18
417 138 5
173 233 91
99 152 21
337 266 74
393 368 61
339 324 52
167 341 24
165 130 73
95 475 28
368 269 71
54 119 40
490 14 66
335 299 28
327 403 21
421 99 85
175 300 41
449 344 14
219 132 79
346 496 6
76 219 14
30 81 26
410 298 87
192 62 33
493 32 63
401 55 37
286 404 29
92 238 84
195 485 85
367 474 12
8 271 36
438 213 55
212 142 2
63 117 43
492 107 73
165 15 67
491 120 93
330 150 8
175 373 25
370 188 18
312 256 41
311 189 66
117 278 72
457 77 39
57 200 24
425 143 45
86 34 5
266 444 50
74 462 52
390 443 27
207 158 5
314 355 73
378 242 23
161 52 54
206 191 17
347 215 50
17 134 55
344 70 82
22 185 79
444 122 93
196 85 62
441 211 54
401 265 51
339 266 76
309 199 56
446 11 7
164 224 90
326 236 59
253 372 87
463 248 24
158 65 83
281 398 7
244 216 32
172 4 16
103 317 18
34 324 32
50 369 27
144 96 22
492 10 61
409 32 39
447 437 79
110 86 64
10 229 84
44 93 88
97 126 40
339 12 1
255 474 29
16 186 89
396 355 5
449 160 41
392 354 89
162 184 84
112 200 98
171 72 73
110 475 6
360 160 32
487 370 30
22 30 64
338 169 53
31 7 16
289 19 24
44 42 24
36 420 57
435 336 37
492 185 12
64 144 43
333 100 34
423 48 58
460 186 20
226 492 39
135 461 48
428 439 53
393 60 24
321 141 93
385 487 71
91 311 11
193 70 74
423 362 42
232 365 67
302 65 21
481 192 73
249 293 70
269 21 58
204 412 7
200 75 86
336 458 87
39 333 27
30 114 63
170 33 1
475 44 2
105 470 99
48 335 4
180 8 78
339 227 10
224 43 2
256 413 33
93 17 11
41 293 34
167 109 75
366 97 53
433 289 30
180 251 44
184 497 49
16 99 91
329 132 48
40 280 72
367 306 38
369 205 15
227 243 89
70 49 74
226 330 12
157 255 48
140 397 79
210 29 86
480 391 19
88 52 73
73 457 73
438 249 42
395 84 88
164 312 9
379 430 81
30 352 26
153 114 43
217 213 99
439 495 99
214 171 76
155 305 48
329 445 34
266 162 10
162 463 70
161 300 70
381 186 13
292 234 45
130 60 45
346 488 22
315 30 75
338 154 51
405 427 71
492 494 99
100 358 83
341 296 75
264 106 18
157 252 82
202 285 3
391 498 58
18 68 96
405 67 75
136 358 70
85 398 76
422 208 40
151 474 31
235 331 5
398 186 34
357 153 96
162 190 58
134 493 59
268 353 94
9 71 7
157 262 70
197 388 65
112 462 25
460 126 34
136 66 6
454 497 14
269 243 26
71 56 30
11 325 98
48 91 34
62 340 8
334 483 70
221 385 23
113 88 75
56 314 90
121 292 52
225 355 58
328 281 65
263 194 79
135 258 37
144 495 74
337 163 11
14 475 29
275 143 3
11 369 59
66 70 47
282 165 15
186 325 26
181 50 36
3 199 1
424 489 95
266 231 87
338 234 32
20 75 10
34 27 79
89 134 54
275 99 76
342 148 12
236 390 8
384 274 98
389 144 52
172 251 3
209 371 52
253 2 76
409 113 8
313 349 15
101 404 45
380 28 97
414 471 45
340 209 71
414 183 22
183 407 36
306 400 26
199 75 6
230 176 42
291 387 64
375 156 44
89 253 33
184 299 1
40 387 2
5 469 84
475 415 74
388 384 83
319 142 60
318 81 42
279 405 76
477 10 6
382 235 59
154 499 20
141 120 16
453 143 95
256 103 79
357 358 70
98 485 44
196 215 4
116 413 49
484 314 30
98 198 83
458 126 4
2 157 89
3 496 57
117 12 89
392 152 35
153 19 78
217 465 100
322 394 29
259 356 11
47 200 7
274 335 33
5 116 29
423 192 92
179 114 92
222 148 2
436 92 69
338 493 77
460 60 98
0 255 68
165 334 64
388 355 32
124 397 12
5 245 21
179 496 97
357 13 83
364 134 4
111 209 47
314 29 70
330 480 89
290 20 70
262 489 52
353 34 63
49 493 76
322 220 96
137 434 35
111 39 54
128 240 41
290 482 42
295 287 23
358 383 95
148 271 18
278 345 76
138 14 4
389 368 23
152 136 72
283 192 23
429 222 47
200 27 2
464 52 61
354 46 17
249 473 94
115 467 70
88 286 17
58 24 74
317 266 99
220 394 14
306 16 85
464 148 84
243 107 75
81 323 100
472 102 26
192 64 2
80 338 75
494 383 72
12 8 91
53 224 65
12 354 40
239 444 63
311 137 78
492 421 40
40 342 64
187 208 84
348 65 89
286 182 39
377 45 100
446 300 53
286 291 25
224 344 3
181 25 79
233 180 73
200 214 60
389 428 53
161 441 20
196 91 53
145 483 67
160 129 92
149 314 19
431 436 17
449 493 24
183 69 68
336 331 54
487 288 11
254 208 78
36 251 86
157 81 79
65 491 21
441 55 48
343 222 82
64 467 86
289 454 76
148 489 32
405 406 93
151 221 2
240 183 44
173 151 59
304 137 64
267 312 49
23 152 97
474 185 10
435 302 25
46 338 29
297 238 42
416 231 97
377 173 37
128 337 86
488 226 26
318 178 16
10 486 14
250 28 77
426 155 90
266 331 80
43 368 65
316 165 19
262 219 71
367 300 84
424 310 65
481 25 67
265 115 21
10 347 96
31 34 98
369 157 43
371 485 72
252 341 63
267 186 36
12 329 35
487 453 63
18 81 12
163 179 50
190 344 99
272 389 67
331 81 56
122 438 96
188 456 73
273 435 42
322 209 56
113 314 31
313 244 72
300 357 65
123 70 2
280 360 77
386 329 24
211 214 95
249 87 66
5 145 5
481 349 16
128 348 32
355 384 17
6 198 3
73 27 7
324 327 82
117 220 13
262 183 72
302 208 26
243 142 76
118 385 77
192 365 18
331 142 87
415 1 89
346 14 61
236 431 39
364 260 14
258 281 16
158 409 55
119 196 97
384 101 17
297 177 47
220 326 41
30 22 9
345 46 54
192 470 97
282 385 51
251 155 77
423 236 45
68 155 66
262 288 52
316 489 93
183 11 96
321 467 21
143 114 97
44 141 49
416 14 100
76 450 20
97 468 38
52 109 34
116 72 54
281 404 76
135 405 16
427 304 2
428 243 95
267 13 11
203 290 33
395 146 54
95 267 78
320 238 16
330 55 15
281 428 95
329 414 78
325 193 47
453 166 17
132 494 53
496 116 36
278 63 3
60 301 59
401 488 4
464 202 39
279 272 77
18 171 56
126 272 33
488 476 67
20 441 35
195 24 95
469 433 50
178 476 73
375 486 89
5 406 11
396 77 54
459 317 61
304 499 23
166 165 77
80 173 20
308 257 83
188 475 92
372 78 40
408 359 26
473 327 83
239 404 23
24 244 79
132 197 2
343 487 86
373 159 53
212 200 98
114 61 89
374 84 94
48 264 87
319 196 48
256 37 64
446 355 3
141 482 70
103 134 54
444 429 25
490 234 9
257 409 53
226 35 93
61 0 98
283 383 95
239 141 70
207 307 73
299 431 45
219 452 53
224 371 66
480 101 76
72 325 13
26 316 86
118 132 8
437 181 87
482 440 76
14 384 13
246 57 24
207 409 53
392 265 11
495 367 93
69 262 69
463 360 43
141 204 94
82 428 36
106 235 80
247 180 32
211 59 77
91 122 68
31 173 68
14 96 88
225 324 16
306 203 58
169 491 12
197 295 85
169 44 50
292 23 94
226 224 68
222 449 66
137 250 15
275 443 36
486 425 13
309 309 53
65 373 64
67 275 8
450 199 99
174 183 21
153 97 41
480 96 8
97 267 52
168 492 87
10 60 61
176 411 27
197 363 59
177 398 25
100 86 92
322 358 38
19 110 7
387 266 88
242 347 86
465 85 87
395 133 31
204 114 56
194 43 16
16 402 27
79 276 52
335 489 72
151 283 94
372 9 69
354 474 22
33 223 56
441 227 96
204 432 33
13 124 39
380 428 68
369 431 6
381 207 10
322 242 69
434 49 46
379 479 35
161 85 24
381 306 27
107 362 69
76 12 41
118 398 22
440 202 7
225 228 10
144 308 67
380 120 89
59 236 76
28 386 36
153 475 15
296 261 63
250 133 11
407 66 98
159 319 84
296 307 22
76 11 56
481 338 17
109 439 9
23 213 64
48 53 36
378 322 31
464 457 36
242 250 60
433 52 65
341 176 72
259 317 86
162 251 60
290 35 38
235 2 82
6 153 95
114 101 97
238 316 36
227 191 89
248 346 26
173 313 41
416 127 34
437 159 21
433 402 11
85 481 7
195 418 86
213 16 12
317 465 81
134 53 53
8 458 97
157 368 4
183 346 83
133 70 88
383 432 1
274 77 82
482 358 91
210 210 5
488 451 58
140 57 86
70 233 11
73 149 16
31 294 26
121 327 66
291 165 4
73 337 41
284 203 11
168 215 70
470 104 65
451 398 15
278 487 32
316 110 37
493 26 36
18 72 70
479 186 11
216 329 50
367 27 52
240 2 17
306 358 66
467 64 3
488 283 47
345 247 48
12 72 47
128 171 32
387 476 31
493 228 37
0 443 15
423 349 65
250 230 84
371 210 61
158 225 80
7 341 53
202 26 97
5 470 71
31 69 76
364 295 78
461 301 1
399 407 30
79 154 42
129 275 32
205 160 9
372 207 10
307 494 10
403 21 43
399 488 92
8 267 53
487 238 21
214 409 66
389 447 70
319 237 12
229 394 15
13 382 75
228 243 46
280 308 77
36 211 23
246 407 89
175 36 34
322 219 77
364 433 49
187 246 99
337 146 97
365 338 86
381 207 98
47 357 84
385 49 18
321 255 52
423 337 77
449 302 3
169 323 72
23 425 46
359 420 65
314 18 31
269 324 66
424 48 87
37 373 71
492 323 92
458 368 33
255 173 7
406 137 74
123 4 56
4 39 8
340 164 58
207 154 47
168 354 18
340 259 77
376 491 36
115 170 16
253 341 19
202 103 37
136 45 56
254 441 28
311 19 80
171 453 34
77 65 68
387 205 81
64 5 95
95 429 97
190 254 47
462 362 9
145 413 31
383 57 38
361 240 85
351 444 11
179 437 80
214 244 38
336 425 8
363 277 39
262 319 39
262 86 96
208 346 75
473 109 14
279 445 24
475 211 72
416 93 36
468 132 11
472 92 80
452 189 32
195 389 56
416 167 58
23 228 71
237 180 56
413 233 15
130 259 100
487 18 44
208 53 90
157 385 2
359 366 12
374 462 15
311 75 40
376 218 8
45 337 33
307 104 4
200 457 26
477 204 25
253 403 64
20 396 1
6 85 8
484 55 82
81 269 42
18 323 91
472 279 92
301 208 2
292 266 35
366 365 78
459 482 84
315 14 95
377 346 86
212 391 19
44 288 52
339 246 33
412 392 93
386 188 56
424 392 27
407 443 52
33 440 16
470 57 2
93 425 25
491 271 41
332 87 19
361 384 91
202 118 25
63 494 51
90 429 69
432 223 79
251 177 76
208 173 67
263 345 29
18 329 81
115 91 7
80 352 81
72 337 83
431 245 27
103 197 97
468 157 52
351 190 42
100 463 11
228 385 41
301 458 61
41 271 98
188 92 45
4 247 48
96 405 92
84 198 62
408 278 82
274 175 26
376 31 48
483 86 57
172 222 71
449 177 56
134 110 4
356 28 46
397 261 52
468 7 13
390 161 32
272 222 77
275 126 12
120 496 1
413 170 22
22 102 44
363 106 88
101 201 48
496 414 82
459 205 75
54 94 20
270 197 4
13 418 4
258 151 56
493 163 70
253 171 92
457 313 44
312 488 88
149 72 75
169 300 60
12 495 77
370 216 71
364 217 5
100 184 65
277 305 12
499 147 91
202 395 35
455 396 6
123 351 68
13 285 17
394 35 20
392 421 68
454 352 51
456 489 4
324 477 14
199 169 5
88 244 92
306 78 31
72 259 79
442 192 68
159 36 79
498 102 61
14 30 66
423 308 16
398 378 91
245 26 76
173 206 75
195 192 31
192 496 66
75 371 92
279 301 33
205 306 85
269 316 19
155 368 62
237 134 74
62 203 16
29 298 66
197 195 41
288 109 70
389 228 47
368 174 29
304 57 68
72 246 49
443 21 59
55 284 84
369 225 79
285 372 6
144 70 34
457 26 73
364 400 100
49 487 57
248 295 73
290 170 26
90 439 58
72 106 28
473 216 14
385 398 52
115 71 38
116 275 47
362 34 3
82 29 61
186 490 49
25 228 59
482 444 27
358 335 27
111 192 62
109 464 12
379 325 94
331 152 19
77 352 64
93 236 15
23 476 88
220 182 62
389 30 32
63 52 94
264 407 56
205 158 3
332 422 25
320 90 65
143 58 74
17 318 22
30 449 13
94 126 82
199 83 56
245 420 1
74 152 94
175 63 80
157 246 21
210 22 35
442 346 74
230 174 37
389 74 96
411 22 87
460 493 12
91 1 72
75 60 37
268 37 56
166 33 43
95 496 91
344 166 33
210 253 24
388 324 48
269 52 84
319 300 44
255 476 39
336 394 59
267 240 8
145 466 19
368 380 16
140 88 31
85 117 100
413 53 69
467 169 86
168 417 57
496 297 38
292 163 25
51 67 82
39 174 85
376 488 68
461 275 85
295 45 30
148 78 72
427 132 53
282 455 2
254 105 6
89 14 8
194 216 38
352 145 67
473 358 11
312 139 57
310 237 28
440 465 59
31 116 71
258 143 28
309 385 19
343 164 84
490 372 33
493 382 67
212 475 70
412 398 30
271 156 47
225 300 73
209 287 86
264 22 42
151 458 50
40 316 69
473 311 86
227 364 72
334 185 15
116 48 86
430 108 37
115 241 51
342 248 74
159 177 24
359 449 87
410 451 72
20 88 89
329 299 38
94 121 23
161 235 5
435 253 59
281 409 36
424 335 98
45 370 58
310 409 22
270 499 57
317 134 13
369 412 27
376 225 19
48 257 35
54 483 60
157 368 56
119 485 80
304 445 55
483 354 81
254 23 5
366 343 38
253 185 11
2 353 77
444 25 81
240 56 42
50 270 85
314 223 99
401 290 58
430 391 6
81 365 95
275 31 64
192 30 40
273 87 67
153 471 82
354 472 84
39 38 28
13 335 45
372 173 9
416 247 93
341 346 12
366 497 75
384 426 55
192 25 5
211 300 25
361 144 18
325 149 83
82 100 46
277 368 25
228 344 7
132 203 4
300 176 23
142 415 51
195 217 93
495 101 64
48 382 63
94 315 15
314 387 13
380 308 48
240 232 25
93 392 31
127 297 83
195 78 16
277 221 67
18 61 77
69 352 94
469 258 91
7 365 76
168 326 100
312 344 4
411 497 34
94 272 21
96 81 46
265 406 64
133 411 5
179 137 37
76 212 19
82 453 90
472 192 28
470 241 57
360 137 16
246 219 28
30 51 20
24 34 90
452 74 31
102 3 11
385 124 69
117 50 13
182 469 100
448 14 58
178 51 61
475 105 97
246 285 93
466 279 60
477 190 2
446 0 64
308 87 74
372 412 9
472 145 82
204 163 89
214 467 16
167 187 21
316 142 61
170 451 87
7 258 12
201 174 52
364 474 88
233 21 99
364 220 33
25 99 78
12 479 96
171 218 47
38 276 15
168 179 12
457 131 97
86 68 26
269 428 85
404 130 45
368 46 65
430 398 66
380 444 83
498 249 55
381 102 45
143 36 61
261 111 65
330 333 15
299 27 95
474 294 84
228 313 65
93 148 91
454 15 75
422 200 77
404 52 56
450 373 59
341 379 49
36 251 62
474 386 42
419 203 6
281 68 63
143 134 80
239 144 37
124 203 31
15 354 57
129 356 87
314 264 48
476 297 1
394 337 81
222 282 85
95 45 98
459 354 19
281 339 12
264 209 50
47 344 75
203 184 86
264 41 95
17 403 94
232 120 94
155 434 92
237 131 31
162 319 74
112 119 4
433 14 14
392 204 30
300 126 45
338 391 88
165 250 79
216 270 6
136 24 46
225 320 16
187 171 56
197 288 23
80 317 8
26 232 89
23 69 40
271 308 53
313 306 70
81 286 16
268 344 80
179 441 61
137 28 85
8 433 42
317 127 4
86 346 26
201 147 89
448 76 93
252 36 62
92 217 4
121 256 31
437 419 76
393 199 60
167 416 28
372 441 62
116 412 52
384 16 81
489 433 26
351 427 72
492 372 69
381 341 48
78 213 52
170 127 56
499 273 66
392 129 93
99 410 52
145 272 98
103 120 61
216 20 62
17 154 54
221 276 30
350 441 51
465 364 2
67 213 56
307 110 35
258 412 71
98 184 73
216 472 15
7 293 72
466 356 66
205 163 74
240 485 4
158 0 6
162 171 88
437 144 42
469 90 55
145 267 4
226 124 17
162 141 12
113 108 91
430 397 80
298 357 91
321 399 27
451 325 40
466 323 79
249 200 88
496 5 52
248 499 26
397 320 79
312 245 92
17 405 36
445 16 19
119 383 18
322 134 1
266 293 57
119 431 59
359 367 75
431 326 95
32 401 45
207 373 40
164 331 54
258 313 48
174 279 68
436 461 90
293 75 41
45 114 25
158 180 67
223 371 69
234 374 89
183 100 95
135 454 11
77 475 79
78 81 47
385 399 89
165 291 92
451 110 12
240 76 63
342 470 97
213 360 83
455 21 88
85 481 88
4 273 98
445 220 50
52 450 64
37 195 62
429 236 62
473 475 10
473 162 98
38 65 77
234 495 42
429 168 21
495 181 40
390 468 31
164 439 4
250 259 87
257 221 27
213 173 49
325 475 59
408 172 55
12 317 81
385 376 68
322 368 66
70 481 94
456 354 32
199 415 78
463 74 3
65 458 6
106 124 98
488 423 8
115 22 27
499 128 53
5 2 79
45 423 46
159 417 60
1 12 6
404 256 10
468 230 27
250 168 38
156 171 78
113 255 48
151 74 68
364 396 7
108 59 68
176 195 14
403 360 92
204 121 82
134 11 47
402 14 75
123 498 14
274 490 79
432 99 29
498 81 47
52 333 93
185 43 94
8 75 93
71 335 51
384 235 89
250 302 74
238 0 49
284 302 9
98 268 95
208 197 84
64 235 98
276 274 6
316 22 44
205 393 81
47 350 18
414 101 71
197 303 24
462 33 69
360 199 79
190 497 54
159 364 70
391 227 94
389 143 59
90 405 68
321 83 39
129 192 74
382 467 76
44 475 49
110 262 95
192 26 17
145 451 77
283 183 75
85 39 96
381 398 35
137 105 64
485 184 11
429 141 80
89 419 1
311 297 55
109 337 81
410 74 75
81 167 46
31 284 86
231 207 38
262 209 57
199 318 6
337 253 22
85 339 17
190 71 37
121 392 23
485 97 27
360 384 24
429 77 45
225 433 56
425 143 57
445 65 93
67 182 50
59 351 8
334 76 38
66 356 46
183 336 78
260 473 51
123 294 25
384 382 21
82 325 58
378 484 40
369 434 19
130 81 17
107 77 66
272 253 4
173 0 33
316 237 98
272 129 40
165 126 7
391 415 93
3 419 7
428 342 32
39 454 70
499 27 67
99 428 95
97 88 50
199 145 47
106 332 76
424 244 53
98 214 26
408 126 44
287 324 27
320 72 78
53 433 85
84 311 83
162 156 20
300 202 70
257 178 5
181 214 100
402 76 10
381 340 42
397 400 78
103 477 79
11 270 30
395 124 65
74 118 20
456 489 36
222 354 65
303 118 16
325 150 90
400 297 72
441 444 47
235 81 93
174 3 46
271 195 13
107 218 12
131 425 65
373 409 80
31 71 47
276 108 80
277 138 38
429 51 88
214 482 27
211 122 97
341 77 49
62 443 6
238 351 81
265 333 100
231 35 4
33 258 89
14 129 41
99 478 78
338 315 36
52 242 29
413 191 98
84 5 1
392 15 82
273 274 10
251 89 28
52 442 27
112 383 88
19 104 70
0 422 5
173 75 16
432 58 95
363 386 79
362 39 12
371 238 14
360 353 39
217 27 70
109 314 77
20 117 54
203 169 35
355 180 57
94 42 32
194 164 98
134 454 48
128 96 91
338 356 12
324 254 33
322 406 97
286 86 17
61 182 64
25 28 21
351 268 9
290 379 61
11 431 43
288 183 88
223 217 37
88 379 28
155 214 17
194 118 34
469 378 12
495 431 67
207 41 62
482 285 83
68 316 1
92 401 30
216 363 86
362 336 57
160 197 97
311 297 84
83 467 51
399 267 37
259 237 23
347 361 19
276 276 23
19 187 54
16 317 33
146 185 44
359 317 70
347 295 63
130 384 88
309 304 31
81 421 8
440 418 82
12 331 48
282 334 52
463 108 84
115 89 11
398 150 77
401 491 10
226 289 42
317 151 31
452 445 94
269 392 22
378 412 27
1 128 55
82 201 41
336 369 25
109 132 71
45 244 88
469 334 4
246 464 15
303 210 11
80 139 63
68 186 79
266 218 63
221 61 33
286 487 58
111 27 58
188 461 59
22 355 25
430 460 14
482 219 95
393 401 1
103 290 74
449 435 74
409 495 41
270 443 1
339 104 2
56 481 26
297 31 72
17 184 63
86 60 20
395 272 25
458 496 89
130 290 53
204 436 12
191 334 45
303 221 29
159 439 22
61 248 56
202 142 91
260 377 30
405 347 33
229 458 18
217 284 86
267 393 71
208 283 12
255 10 61
279 359 78
344 99 98
201 96 42
143 21 6
69 6 94
34 349 3
131 201 28
345 129 33
67 300 32
226 322 8
253 383 5
199 215 61
